timestamp,attacker_name,tactic,technique,attack_vector,severity,affected_system,ip_address,user_account,region,status,severity_num,attack_vector_num,region_num,hour,day,month,anomaly
2024-03-15 07:44:30,Joyce Meyers,Everybody,Data Staged,Professional,Medium,great,152.229.177.106,omeza,South America,Successful,3,4,4,12,24,4,True
2024-07-24 18:21:36,Christopher Henry,Stop,Application Layer Protocol,Smile,Low,local,30.108.252.26,qdiaz,South America,Successful,2,1,2,12,10,2,True
2024-01-29 17:12:21,Michelle Bailey,Range,Sudo Caching,Study,Low,down,115.228.118.144,rjohnson,North America,Failed,3,2,4,11,25,8,False
2024-06-30 11:53:14,Mark Gallagher,Garden,Spearphishing Link,Country,Medium,vote,222.148.228.189,ericaedwards,North America,Successful,1,3,4,6,22,2,False
2024-02-02 21:32:47,Daniel Martin,Foreign,Brute Force,Build,High,political,139.24.132.164,calebbates,South America,Successful,3,2,2,14,19,3,False
2024-06-18 10:43:14,Robert Hall,Source,Spearphishing Attachment,Go,High,positive,117.53.41.97,suzanne59,North America,Failed,2,4,3,16,21,4,False
2024-11-01 04:55:09,Bonnie Kirby,Woman,Spearphishing Link,Debate,High,point,160.191.236.153,zmolina,Europe,Failed,1,3,2,5,8,3,False
2024-09-29 12:47:49,Amy Perez,Local,Spearphishing Attachment,Data,Medium,itself,168.1.108.117,mike68,North America,Successful,1,1,2,11,11,10,False
2024-07-12 14:02:02,Randy Flores,Section,Application Layer Protocol,Own,Medium,seem,179.201.147.59,rachaeltodd,Asia,Successful,3,1,1,6,27,12,False
2024-06-21 05:26:48,Nicole Simmons DDS,Customer,Data Staged,Cause,Low,animal,187.172.124.205,briantaylor,Europe,Successful,2,1,2,19,20,9,True
2024-03-27 07:22:46,Stacey Jones,Few,Spearphishing Link,Look,Medium,financial,49.162.241.188,zdawson,South America,Successful,3,2,1,3,5,6,True
2024-02-25 15:19:04,Deborah Le,Have,Spearphishing Attachment,Painting,Low,system,201.213.14.154,hthomas,South America,Successful,1,3,1,6,7,7,True
2024-06-27 02:44:21,Rachel Velazquez,Thank,Data Staged,Perhaps,High,employee,42.166.240.28,nbrown,Asia,Failed,3,4,4,10,25,6,False
2024-08-19 05:53:34,Hunter Watkins,New,Spearphishing Link,Floor,High,build,184.36.123.64,tcarlson,Asia,Successful,1,2,3,19,25,6,False
2024-03-07 02:21:32,Jessica Webster,Cost,Sudo Caching,Laugh,Low,yard,43.68.236.111,robbinsdominic,South America,Failed,1,4,4,7,13,2,False
2024-08-05 15:51:57,Daniel Zuniga,Political,Command and Control Over Web Protocol,After,Low,commercial,126.112.149.216,donald86,Asia,Successful,2,3,2,22,22,9,True
2024-02-06 02:51:09,Marilyn Anderson PhD,Stay,Spearphishing Attachment,Name,High,military,106.60.7.205,cody38,North America,Failed,1,4,4,4,23,11,True
2024-05-10 23:25:45,Amy Santos,Media,Data Staged,Nature,Medium,continue,43.153.227.210,william08,South America,Successful,1,2,4,6,29,4,True
2024-02-06 15:24:15,Kimberly Holder,Last,Brute Force,Television,Medium,difference,57.10.142.74,olewis,South America,Failed,1,1,3,23,7,11,True
2024-01-05 21:48:44,Carrie Shields,Yourself,Data Staged,Seat,Low,by,11.229.188.166,gabriellewilson,South America,Failed,2,1,1,9,7,2,True
2024-09-17 14:28:40,Valerie Crosby,Budget,Sudo Caching,Your,Medium,the,154.231.27.82,cookjohn,Europe,Successful,1,1,4,11,8,8,True
2024-02-26 04:25:12,Brooke Moore,Task,Scheduled Task,Inside,High,wife,196.215.54.195,danielleperez,Asia,Successful,2,1,4,22,10,4,True
2024-08-28 23:23:57,Richard Hanson,Its,Sudo Caching,Turn,High,drive,147.109.231.151,valdezjames,South America,Failed,1,1,2,1,9,3,True
2024-06-07 18:05:41,Benjamin Carter,Let,Data Staged,Letter,High,again,201.123.238.22,nancycampbell,Asia,Successful,3,3,4,5,29,3,False
2024-02-18 08:54:17,Mitchell Drake,Evidence,Spearphishing Link,Manager,Low,thus,203.106.162.38,colemanjessica,Asia,Failed,2,1,2,13,16,8,True
2024-08-26 19:45:35,Molly Smith,Plan,Spearphishing Link,Above,Medium,over,171.191.62.232,veronicayoung,South America,Successful,3,1,3,9,17,12,True
2024-06-21 03:38:38,Logan Flores,Happy,Sudo Caching,Choose,Medium,then,143.214.203.240,cynthiagonzalez,Europe,Successful,3,1,3,14,18,9,True
2024-01-11 05:38:04,Dean Brown,Line,Sudo Caching,Blue,Medium,admit,48.104.171.75,tanya80,South America,Successful,3,1,1,16,27,2,True
2024-03-06 13:04:01,Eric Watson,Soon,Sudo Caching,All,Medium,together,54.243.172.210,jamesstevenson,North America,Successful,3,3,3,10,31,4,False
2024-05-17 19:48:47,John Gould,Agent,Application Layer Protocol,Its,High,right,146.189.199.194,anna99,Europe,Successful,3,2,3,16,5,1,True
2024-11-08 04:32:04,Carrie Nguyen,Set,Application Layer Protocol,Already,Medium,start,208.48.189.68,paul22,North America,Successful,2,3,2,9,7,1,False
2024-05-08 16:21:09,Tonya Gill,Truth,Data Staged,Federal,Medium,green,198.66.38.181,michaelbartlett,Europe,Failed,1,1,2,11,17,9,True
2024-01-27 12:04:42,Brenda Holloway,Worry,Data Staged,Mind,Low,former,172.173.51.87,edward86,South America,Successful,1,1,1,23,31,10,False
2024-04-07 20:32:55,Sandra Hall,Foot,Command and Control Over Web Protocol,Cultural,Low,pressure,101.225.42.226,qkirby,Europe,Successful,3,4,1,8,14,5,False
2024-08-09 13:59:51,Allen Brown,Tv,Scheduled Task,Summer,High,customer,181.91.179.146,rglenn,Europe,Failed,1,2,4,9,27,2,False
2024-05-26 06:30:10,Robert Suarez,Respond,Application Layer Protocol,Bank,High,send,197.133.40.16,angelica62,North America,Failed,3,1,3,5,23,1,True
2024-09-06 11:29:58,Melissa Glass,Step,Brute Force,Trade,Medium,behind,168.156.217.218,jason11,Asia,Successful,2,1,2,17,22,10,False
2024-08-05 13:17:51,Adam Jones,Clear,Sudo Caching,Coach,Low,region,223.114.52.114,hendersonlaura,Europe,Failed,2,2,2,2,23,5,False
2024-04-07 03:42:29,Michael Singleton,Little,Spearphishing Link,Either,Medium,well,195.150.115.82,revans,Europe,Failed,1,4,4,7,12,3,False
2024-01-01 20:25:44,Laura Murphy,Entire,Spearphishing Attachment,Defense,High,century,138.216.81.143,michael67,Europe,Failed,1,2,2,20,31,7,False
2024-07-08 06:39:03,Ethan Olsen,Blood,Scheduled Task,Reflect,Medium,such,129.144.152.254,zfuller,South America,Failed,3,4,1,14,2,6,False
2024-04-29 06:33:43,Nicole Miller,Nor,Brute Force,Prevent,High,rest,160.110.107.4,slopez,Asia,Failed,3,4,3,3,23,8,False
2024-07-05 02:28:58,Kevin Henson Jr.,Bar,Remote File Copy,Daughter,High,there,192.82.169.203,patrickrichard,Asia,Successful,2,3,1,17,28,11,True
2024-09-15 12:53:58,Anna Payne,Care,Spearphishing Link,Analysis,Low,seem,28.12.63.159,pross,South America,Successful,3,3,1,18,18,3,True
2024-04-10 21:25:15,Julie Walter,Management,Brute Force,North,Medium,take,31.122.12.40,hallkelly,North America,Successful,3,1,2,17,21,5,False
2024-01-08 23:01:40,Richard Roberts,Million,Data Staged,Stay,Medium,now,181.47.104.187,sharonwaller,North America,Successful,3,2,1,21,7,2,False
2024-03-03 18:23:13,Morgan Hicks,High,Spearphishing Link,Individual,Medium,moment,36.181.78.242,aprilwilliams,South America,Failed,2,3,1,5,22,5,False
2024-04-06 14:19:35,John Russell,Image,Application Layer Protocol,Land,High,walk,179.102.8.105,nsanchez,North America,Failed,2,4,2,8,12,12,False
2024-07-23 15:54:34,Scott Fry,Air,Application Layer Protocol,Occur,Low,threat,77.239.14.29,adriana76,North America,Failed,1,2,3,16,26,4,False
2024-05-23 03:58:03,Tracy Harris,Player,Sudo Caching,Garden,Medium,degree,25.13.145.225,travis73,Asia,Failed,3,1,2,15,10,7,False
2024-02-25 20:15:34,Paul Young,Chance,Application Layer Protocol,True,High,whether,199.254.225.162,oobrien,North America,Failed,2,4,2,23,3,2,True
2024-01-13 02:12:18,Jacob Adams,Perhaps,Data Staged,Rest,Medium,out,149.170.149.90,tara75,Europe,Successful,1,3,4,20,20,11,False
2024-04-11 16:59:00,Mark Valdez,Never,Brute Force,Different,Low,control,85.254.134.69,wardmark,North America,Successful,1,3,3,20,18,5,False
2024-01-02 18:46:11,Linda Hill,Turn,Application Layer Protocol,Far,Low,talk,162.200.79.241,cynthia93,Asia,Successful,2,2,2,11,20,7,False
2024-05-04 02:23:25,James Baker,Run,Spearphishing Attachment,Mind,High,certainly,13.20.57.107,teresa09,South America,Successful,2,1,1,14,19,5,True
2024-05-10 19:12:00,Brenda Martin,Mind,Data Staged,Discover,Low,total,165.12.162.130,thomasoconnell,Europe,Failed,1,3,2,18,9,3,False
2024-10-05 04:18:12,Tonya Gonzalez,Edge,Command and Control Over Web Protocol,Sport,High,practice,209.42.192.8,stanley62,South America,Successful,3,3,3,6,8,2,False
2024-01-08 02:23:05,Benjamin Fuentes,Herself,Brute Force,Final,High,final,119.81.181.108,alisonpierce,North America,Successful,2,2,3,14,19,12,True
2024-02-26 13:02:24,Amber Gillespie,Performance,Command and Control Over Web Protocol,Style,High,someone,116.244.223.22,wongkimberly,North America,Successful,2,4,4,1,3,7,False
2024-10-15 09:29:49,Jonathan Ward,Group,Remote File Copy,Try,Low,material,89.135.38.2,taylor72,Europe,Failed,1,1,2,9,12,10,True
2024-04-30 18:36:54,Brandon Mclean,Easy,Sudo Caching,Clear,Medium,education,32.64.21.142,thomas49,Europe,Failed,3,3,1,18,30,7,True
2024-09-22 18:12:20,Vernon Cunningham,Rather,Spearphishing Link,Create,High,service,176.186.100.127,mcmillanwilliam,North America,Successful,3,1,3,3,27,6,True
2024-04-20 15:57:16,Brittany Johnson,Lay,Remote File Copy,So,Medium,civil,162.175.27.58,ashleyfrancis,North America,Failed,1,4,4,18,27,2,True
2024-09-23 13:24:39,Lori Gilbert,Should,Spearphishing Link,Cold,Medium,white,27.54.135.121,tina69,North America,Successful,3,3,2,3,28,11,True
2024-02-23 13:26:26,Angela Parks,Break,Scheduled Task,Nation,Medium,chance,81.91.91.33,juliebruce,Asia,Successful,3,3,4,23,19,4,False
2024-03-07 02:43:14,Danielle Erickson,Return,Remote File Copy,Either,High,wait,124.108.230.49,valenzuelaheather,Asia,Failed,2,1,3,23,24,7,False
2024-07-30 04:50:21,Natasha Sanders,Face,Command and Control Over Web Protocol,Night,Medium,write,88.149.226.200,gordonteresa,South America,Failed,1,4,4,3,17,6,True
2024-09-20 19:04:03,Anne Goodwin,World,Spearphishing Link,Must,Medium,sit,215.41.53.164,iking,North America,Successful,1,2,4,2,15,7,True
2024-01-28 13:07:38,Mr. Darius Thompson DDS,Picture,Sudo Caching,Friend,Low,Republican,198.141.154.127,mariahsmith,Asia,Failed,1,4,1,16,14,7,True
2024-03-19 07:31:29,Caitlyn Ryan,Big,Scheduled Task,Thing,Low,throw,6.116.222.123,whill,South America,Successful,3,2,2,4,18,1,False
2024-07-28 11:56:28,Natalie Suarez,Political,Brute Force,Enjoy,High,might,102.98.213.136,craig13,Europe,Successful,3,2,1,9,12,4,True
2024-10-23 02:46:12,David Chaney,Head,Brute Force,Buy,Medium,she,190.71.16.201,pjarvis,Asia,Failed,3,3,4,22,27,3,False
2024-07-05 18:30:46,Sarah Simmons,Trip,Application Layer Protocol,Force,Medium,bar,5.146.132.11,fsantiago,Asia,Successful,1,3,2,0,18,4,True
2024-03-14 01:24:13,Amy Mason,Five,Scheduled Task,Owner,Low,certain,197.208.104.53,jessica23,North America,Failed,2,3,1,10,16,11,False
2024-02-02 03:55:59,Susan Hancock,Laugh,Remote File Copy,Long,High,some,119.98.169.29,daniel01,North America,Successful,2,3,2,12,11,3,True
2024-11-02 07:54:26,Patrick Ibarra,Finally,Remote File Copy,Identify,Medium,role,222.57.177.144,tclark,Europe,Failed,1,1,3,13,26,7,False
2024-08-29 11:53:46,David Carter,Consider,Command and Control Over Web Protocol,Large,Medium,identify,99.42.41.7,nathan63,Europe,Failed,2,2,2,3,5,10,False
2024-01-20 03:45:06,James Baxter,Traditional,Remote File Copy,Cold,Medium,reach,2.254.137.173,victoria90,Asia,Successful,2,4,4,14,5,3,False
2024-10-15 22:48:16,Michelle Russell,Employee,Remote File Copy,Bring,High,one,7.152.92.114,nmoreno,North America,Successful,2,4,4,9,4,12,True
2024-09-03 13:42:26,Diana Davis,Agency,Application Layer Protocol,Lead,High,such,130.31.102.153,josephdavis,South America,Failed,2,2,2,15,5,11,False
2024-09-08 00:58:14,Daniel Cummings,Without,Spearphishing Link,Movie,High,involve,16.224.2.16,christopher96,Europe,Failed,2,4,4,12,13,9,True
2024-01-05 10:03:51,Roberto Pierce,Perform,Data Staged,Baby,Low,glass,167.145.57.52,utorres,South America,Successful,2,3,2,5,26,3,False
2024-08-31 21:35:55,Amy Steele,Cause,Remote File Copy,Stock,Low,but,156.1.53.66,bowerskendra,Asia,Successful,3,3,4,12,24,8,True
2024-03-01 19:10:44,Sandra Soto,Maybe,Remote File Copy,What,High,teacher,101.3.202.156,tracy28,Asia,Failed,2,1,1,5,24,10,False
2024-05-02 06:11:54,Tony Espinoza,Pattern,Spearphishing Link,Tough,Low,oil,39.15.101.61,millsdavid,South America,Failed,1,2,3,10,21,10,False
2024-09-17 05:38:25,Daniel Brown,Its,Remote File Copy,Administration,Medium,rock,59.121.67.192,christopher73,Europe,Failed,1,3,3,18,17,9,False
2024-02-03 08:33:52,Bryan Lee,Medical,Application Layer Protocol,Form,Low,region,143.145.137.210,hbell,South America,Successful,2,4,2,11,12,3,True
2024-09-15 11:07:53,Christine Hernandez,Debate,Remote File Copy,Family,Medium,plant,65.156.172.199,toddvalerie,Asia,Failed,2,2,2,13,14,7,False
2024-09-26 15:20:41,Colin Nguyen,Film,Application Layer Protocol,Simple,Medium,four,197.69.5.217,arnoldmichelle,Europe,Failed,1,3,4,22,2,12,False
2024-08-04 09:32:08,Amanda Johnson,Exist,Sudo Caching,Usually,High,board,158.24.239.7,candaceanderson,Asia,Failed,1,2,2,19,3,7,False
2024-05-24 11:08:23,Donald Murray,Growth,Spearphishing Link,Reach,High,work,218.184.47.227,gail45,Asia,Successful,2,4,4,23,31,9,False
2024-03-17 22:45:51,Anthony Stephens,Three,Spearphishing Attachment,Camera,High,before,137.124.103.211,jennifermccormick,Asia,Failed,1,1,1,3,28,4,True
2024-01-15 14:03:59,Miss Allison Spencer DDS,Various,Data Staged,Rich,Low,everybody,32.92.212.75,larsonrebecca,Asia,Successful,2,1,2,1,27,7,False
2024-07-22 03:00:52,Amy Porter,Half,Spearphishing Link,Shake,Low,degree,77.147.34.228,jessica92,South America,Failed,1,1,1,17,7,4,True
2024-05-14 16:08:06,Steven White,Hour,Spearphishing Link,Democrat,Low,son,24.247.123.247,cguerrero,South America,Successful,1,1,4,9,21,1,False
2024-07-02 05:25:44,Katelyn Reyes,Interest,Data Staged,Him,High,financial,160.251.158.71,bjohnston,North America,Successful,3,1,2,19,17,12,False
2024-08-13 05:13:36,Melissa Villa,Improve,Remote File Copy,Effort,Medium,senior,168.134.38.72,catherine63,Asia,Failed,1,4,1,19,26,1,False
2024-07-21 12:04:32,Brian Patel,Rise,Sudo Caching,Check,High,try,66.107.101.167,janetcox,Asia,Successful,2,3,4,22,12,6,False
2024-10-14 04:29:42,Morgan Davis,Per,Spearphishing Attachment,Research,Low,end,146.14.195.156,pkramer,Europe,Failed,3,1,3,8,25,6,True
2024-02-28 17:00:59,Bethany Gomez DDS,Wish,Sudo Caching,Seek,Low,grow,156.150.214.22,fparrish,South America,Successful,1,1,3,15,13,1,True
2024-05-08 02:20:14,Jordan Dodson,Training,Spearphishing Attachment,Each,High,own,14.170.14.76,maldonadomichelle,Asia,Successful,2,2,2,10,5,1,False
2024-04-21 00:51:16,James Harmon,Gas,Application Layer Protocol,Perform,Low,administration,131.67.97.136,amy85,Asia,Successful,3,4,2,16,30,11,False
2024-04-01 02:21:14,Amanda Singh,Yet,Data Staged,Myself,High,key,29.157.98.208,williamsmith,South America,Successful,2,2,3,1,25,1,True
2024-04-12 19:24:54,Alicia Walker,Manage,Brute Force,Chance,Low,area,56.75.3.165,laurie44,North America,Successful,3,2,1,11,15,10,True
2024-09-18 08:31:09,Andrew Hogan,Yeah,Sudo Caching,Power,High,off,25.121.205.207,holmeslaura,Asia,Successful,2,4,1,5,5,2,False
2024-04-25 17:06:08,Teresa Jennings,Check,Remote File Copy,Those,High,story,35.141.140.241,williamsseth,Asia,Failed,1,1,1,9,12,8,False
2024-10-29 15:08:15,Brandy Johnson,Beyond,Remote File Copy,Man,Low,national,158.173.190.207,jeffreybennett,North America,Failed,3,3,1,0,21,9,True
2024-06-01 13:17:29,Andrew Mccormick,Among,Brute Force,Form,Medium,national,214.15.145.65,stephen09,Asia,Successful,2,3,4,8,30,9,False
2024-09-01 20:11:21,Terri Mason,Own,Spearphishing Attachment,Middle,High,you,131.209.213.110,juan40,South America,Successful,1,4,4,8,14,7,False
2024-05-01 18:00:01,John Singh,Catch,Sudo Caching,Reach,Low,low,130.172.233.87,harrissteven,North America,Failed,2,2,1,9,19,1,True
2024-08-01 09:23:48,Eric Madden,Federal,Application Layer Protocol,Everyone,High,any,152.200.1.41,mrodriguez,North America,Successful,2,1,4,1,5,12,True
2024-05-25 09:23:21,Katie Bruce,Security,Spearphishing Link,Then,High,performance,185.227.186.81,jane04,Europe,Successful,1,3,2,12,24,12,False
2024-10-29 01:45:21,Amber Tate,Budget,Sudo Caching,They,Low,executive,194.222.107.252,anthonyrivers,Europe,Successful,1,1,4,15,12,11,True
2024-10-26 06:53:45,Molly Klein,War,Command and Control Over Web Protocol,Middle,Low,consider,204.27.104.166,christy03,Asia,Failed,1,2,3,5,8,11,True
2024-06-10 15:33:33,Breanna Holmes,Right,Remote File Copy,Nor,High,popular,206.151.179.192,fscott,Asia,Failed,2,2,1,2,31,2,True
2024-06-04 23:56:54,Sabrina Sanchez,On,Scheduled Task,Into,Medium,result,209.146.201.232,jessica91,Asia,Successful,2,1,4,11,3,12,False
2024-08-20 06:17:02,James Wood,Nature,Remote File Copy,Area,Low,research,92.28.182.112,richard63,South America,Successful,2,3,1,13,23,10,False
2024-07-19 10:42:56,John Walters,Method,Command and Control Over Web Protocol,Cost,Medium,interest,132.119.246.236,svargas,Europe,Failed,3,1,2,16,24,12,False
2024-08-12 12:45:30,Jessica Torres,Campaign,Remote File Copy,Forget,High,light,184.213.35.1,yangchristian,North America,Successful,2,1,1,1,17,3,False
2024-01-18 13:57:40,Erin Carter,Local,Sudo Caching,Interest,High,contain,23.141.228.1,zhale,South America,Failed,1,4,2,16,25,3,False
2024-09-06 15:49:33,Kelsey Garcia,Leave,Command and Control Over Web Protocol,Window,Low,health,30.209.145.106,valeriebush,South America,Failed,3,4,1,4,13,4,False
2024-05-02 03:56:46,Kristine Shah,East,Spearphishing Attachment,Own,High,someone,40.219.247.37,stoneashley,Europe,Failed,2,4,1,21,25,9,False
2024-08-14 18:08:44,Jacqueline Bell,Traditional,Spearphishing Attachment,Million,Medium,will,63.98.193.207,lleonard,North America,Successful,1,1,4,2,17,1,False
2024-05-13 03:07:54,Christopher Mcconnell,Amount,Data Staged,Include,Medium,whatever,181.78.249.173,frazieramy,North America,Failed,2,4,2,13,5,2,False
2024-11-06 21:29:27,John Moore,Parent,Application Layer Protocol,Simply,High,various,111.153.166.253,patricia17,North America,Failed,2,3,4,20,10,11,False
2024-04-14 14:19:18,Jennifer Dunlap,Coach,Data Staged,Education,High,ahead,39.60.46.56,lori04,Europe,Failed,3,1,4,15,22,6,False
2024-02-28 21:42:50,Angela Campbell,Character,Application Layer Protocol,Someone,Medium,growth,111.79.185.210,brian38,Europe,Successful,2,4,3,11,10,3,False
2024-07-19 12:31:35,Timothy Juarez,To,Scheduled Task,Station,Medium,thus,152.122.129.9,biancasnyder,South America,Successful,2,1,2,6,19,12,False
2024-01-17 20:16:54,Sean Rogers,Down,Sudo Caching,Visit,Medium,debate,161.139.124.8,ashaw,North America,Successful,3,4,2,7,10,4,True
2024-08-31 16:26:28,Anthony Vaughn,Continue,Application Layer Protocol,Similar,High,base,31.113.233.90,westvictoria,North America,Successful,1,1,2,19,23,8,False
2024-04-09 11:41:20,Haley Nelson,Boy,Remote File Copy,Push,Low,staff,219.112.177.255,tstanley,Asia,Failed,1,2,4,22,11,2,False
2024-10-19 03:21:19,John Barnes,Onto,Sudo Caching,System,Medium,reflect,125.90.229.125,hartmansabrina,Europe,Successful,2,2,1,3,22,10,True
2024-04-12 21:58:40,Casey Massey,Serious,Brute Force,Cost,Medium,lead,94.214.17.199,antoniostephens,South America,Successful,1,3,4,21,23,5,False
2024-11-09 00:41:28,Karen Smith,Dark,Scheduled Task,How,Low,interview,35.239.57.103,banderson,Europe,Failed,3,2,4,11,5,2,True
2024-10-15 20:43:17,Jon Moore,Teach,Brute Force,Today,Low,factor,51.146.90.116,wpena,North America,Failed,2,3,1,13,17,9,False
2024-07-23 15:00:49,William Solomon,Experience,Remote File Copy,Over,Medium,toward,30.189.228.164,christinataylor,Europe,Successful,2,1,4,22,25,11,False
2024-08-21 17:32:09,Cameron Smith,Next,Command and Control Over Web Protocol,Admit,Medium,board,103.196.100.217,kara09,Asia,Successful,3,3,2,5,26,9,False
2024-03-20 02:10:19,Michael Jones,Military,Data Staged,Piece,High,pressure,118.14.219.122,stephanie03,Asia,Successful,1,4,4,17,28,4,False
2024-01-19 15:40:43,Kim Dixon,Physical,Spearphishing Link,Case,Medium,major,85.60.177.193,chasevictor,Europe,Failed,3,4,2,3,2,12,True
2024-08-28 11:13:29,John Austin,Expert,Scheduled Task,Child,Medium,best,206.149.98.166,qwade,South America,Successful,3,4,4,14,19,10,False
2024-02-24 05:23:18,Destiny Carlson,Its,Brute Force,Owner,Low,institution,23.121.203.161,sbishop,Europe,Successful,2,2,4,17,25,8,False
2024-05-10 21:19:53,Christopher Evans,Game,Spearphishing Link,Crime,Low,threat,28.156.226.82,espinozabriana,South America,Failed,3,4,2,17,6,4,True
2024-03-16 09:28:29,Amanda Reynolds,Many,Application Layer Protocol,Have,High,class,58.63.195.26,nmassey,South America,Failed,1,4,1,8,25,1,False
2024-02-28 01:44:19,Emily Ramirez,Claim,Data Staged,Many,Medium,improve,143.58.246.43,sarroyo,South America,Failed,1,3,3,14,29,8,False
2024-04-25 01:20:50,David Wood,Environmental,Brute Force,Arm,High,present,18.135.204.118,qreed,North America,Failed,3,1,1,6,4,10,True
2024-09-30 09:11:11,Fred Jones,Office,Spearphishing Attachment,Subject,Low,decision,181.85.79.173,brianbruce,Asia,Failed,1,1,1,23,6,11,True
2024-07-03 08:10:40,Dr. Colleen Lindsey,However,Scheduled Task,As,Medium,from,158.73.52.88,lpatterson,Asia,Successful,2,3,3,17,26,7,True
2024-03-16 18:09:31,Kelly Lamb,Interview,Sudo Caching,Mean,High,away,124.60.198.50,mark81,Europe,Failed,1,3,2,13,29,8,False
2024-07-04 12:25:35,Cindy Gay,Free,Spearphishing Link,Government,Low,support,37.235.166.164,simmonslee,Asia,Failed,2,1,2,5,13,2,True
2024-02-29 08:34:22,Toni Mcgrath,Pay,Spearphishing Link,People,Low,focus,76.198.64.142,hayesstephanie,North America,Failed,2,2,3,18,10,3,False
